Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Fingerprint1,Fingerprint2
N/A,motorway_link / 24436235,0.280,yes,152,no,184487882455599030,2320951002748951225
N/A,motorway_link / 24445395,0.018,yes,101,no,196441774021500147,6942242400354970599
N/A,motorway_link / 24451641,0.487,yes,303,no,196458815546809590,-2288698674451046823
N/A,motorway_link / 2463164,0.007,yes,67,no,184909543764478071,2309173035796530667
N/A,motorway_link / 2488859,0.568,yes,49,no,190068454809227678,-6893396221339096315
N/A,motorway_link / 2497154,0.021,yes,2,no,184923837398337661,-6914348534585096791
N/A,motorway_link / 2499739,0.408,yes,205,no,185424115441682782,-2300582238234867327
N/A,motorway_link / 2504987,0.464,yes,338,no,185341656335206715,2346987441362061541
N/A,motorway_link / 2508350,0.016,yes,271,no,189780930852376862,2316060395215786535
N/A,motorway_link / 2550819,0.184,yes,171,no,196779871861038476,-2297767445161570747
N/A,motorway_link / 2551452,0.311,yes,21,no,194317515909847341,2316702527328883561
N/A,motorway_link / 2590017,0.034,yes,189,no,196673219403537756,-6908050487160860453
N/A,motorway_link / 2590047,0.088,yes,278,no,196681465740746079,-6908041691030089513
N/A,motorway_link / 2598003,0.264,yes,354,no,194240550623336714,6932821776329087817
N/A,motorway_link / 2598100,0.336,yes,307,no,194778211741161980,-6902746450276378071
N/A,motorway_link / 2609953,0.286,yes,184,no,194245498539432204,-6901286300883608325
N/A,motorway_link / 2610017,0.028,yes,293,no,191764449921684644,2316843255063384969
N/A,motorway_link / 2616784,0.317,yes,64,no,192905193232357032,6928476501305201537
N/A,motorway_link / 2638866,0.045,yes,104,no,194732581505292777,-6906994963399044427
N/A,motorway_link / 2638867,0.207,yes,99,no,194737529307093482,6928058693870162609
N/A,motorway_link / 2671502,0.349,yes,195,no,194498385147943295,6924821730715241757
N/A,motorway_link / 2712501,0.041,yes,165,no,196782070875905422,2313821816248864305
N/A,motorway_link / 2712688,0.289,yes,28,no,196206476516220038,-2298079708638605851
N/A,motorway_link / 2739692,0.283,yes,296,no,186662715550419858,2313342390599945545
N/A,motorway_link / 2740357,0.481,yes,346,no,189737499864158472,6925459429314792937
N/A,motorway_link / 2747795,0.010,yes,108,no,194172930900973803,-6900169197350805799
N/A,motorway_link / 2749856,0.049,yes,259,no,185115701741701332,6917059142826852139
N/A,motorway_link / 2750668,0.325,yes,275,no,193762264126412845,-2281613431812379895
N/A,motorway_link / 2750900,0.357,yes,274,no,191486824843138082,-6893048770266649733
N/A,motorway_link / 2750918,0.023,yes,180,no,194245498570365196,-6900991631771558557
N/A,motorway_link / 2750925,0.265,yes,182,no,194245498575083788,-6900987233720853119
N/A,motorway_link / 2751376,0.317,yes,112,no,185918346179988030,-2298339232618377907
N/A,motorway_link / 2923024,0.484,yes,288,no,190063505036628378,-2298172091023749727
N/A,motorway_link / 2923369,0.127,yes,271,no,190224034057769446,-6907148912217288079
N/A,motorway_link / 2927935,0.007,yes,241,yes,194169632303175914,2322675073910054375
N/A,motorway_link / 2927936,0.005,yes,245,yes,194169082547362025,-2289010944519430681
N/A,motorway_link / 2928072,0.122,yes,337,no,194236702385592584,2321623941051849725
N/A,motorway_link / 2928123,0.338,yes,74,no,195303229165230826,6937483709711917951
N/A,motorway_link / 2952877,0.026,yes,238,no,194245498570365196,6934066423510605155
N/A,motorway_link / 2978457,0.017,yes,292,no,183915037979657906,-6893369856575395095
N/A,motorway_link / 3003163,0.461,yes,299,no,191160267451224973,-6913490891687590109
N/A,motorway_link / 3014777,0.303,yes,50,no,184926036456196220,-2302394235291171273
N/A,motorway_link / 3014881,0.196,yes,3,no,184923837394667645,6920661142185444775
N/A,motorway_link / 3015376,0.074,yes,329,no,183856763945698968,2330697071410031647
N/A,motorway_link / 3017196,0.233,yes,241,no,184913941813086327,2309177433870304765
N/A,motorway_link / 3017209,0.287,yes,286,no,184935382479095939,2310804711157008593
N/A,motorway_link / 3017210,0.642,yes,200,no,184930984438351996,-6912598112031733505
N/A,motorway_link / 3017450,0.025,yes,190,no,184590686523836390,2318664018951149257
N/A,motorway_link / 3025694,0.009,yes,62,no,189913421888180570,-6908279211366018961
N/A,motorway_link / 3025844,0.133,yes,270,no,189743547329106188,2314991669781467199
N/A,motorway_link / 3048887,0.324,yes,350,no,190064056480649630,-6895661215346841933
N/A,motorway_link / 3054840,0.180,yes,278,no,183834773722580620,-6892600198727455673
N/A,motorway_link / 3068713,0.017,yes,8,no,195493441751833412,2301274184639051749
N/A,motorway_link / 3112890,0.027,yes,172,no,196780971369520525,6925560611230191169
N/A,motorway_link / 3115181,0.405,yes,277,no,189813916950417705,-6901013638877799091
N/A,motorway_link / 3115740,0.084,yes,328,no,194252645355575567,6933736570051632323
N/A,motorway_link / 3124035,0.048,yes,240,no,194237252165523720,-6901563377845265313
N/A,motorway_link / 3124105,0.011,yes,243,no,194169632303175914,2322675073912151529
N/A,motorway_link / 3124149,0.037,yes,43,no,194247696922532109,6928432525940364129
N/A,motorway_link / 3124208,0.084,yes,26,no,190772690417701601,2316698115747353425
N/A,motorway_link / 3133298,0.226,yes,18,no,196896969988857283,6926730492059324521
N/A,motorway_link / 3134048,0.508,yes,89,no,194312018352232743,2316781692166083435
N/A,motorway_link / 3134198,0.702,yes,181,no,194497835651127681,6926954783306682623
N/A,motorway_link / 3155787,0.299,yes,127,no,194726534195010020,-2295260566466325831
N/A,motorway_link / 3188575,0.348,yes,286,no,193503327540565943,-2295001086379945159
N/A,motorway_link / 3230384,0.081,yes,105,no,194731481993665000,-2295308944971656523
N/A,motorway_link / 3255363,0.295,yes,11,no,190545094026809977,6949463970234251485
N/A,motorway_link / 3256330,0.470,yes,99,no,189735850750333189,6926699678435119167
N/A,motorway_link / 3256355,0.352,yes,69,no,189095934871818211,-2297622338913431897
N/A,motorway_link / 3266700,0.026,yes,281,no,185046432902367413,2308671659018552581
N/A,motorway_link / 3439018,0.350,yes,70,no,190011278420955523,-2296623978865749905
N/A,motorway_link / 3439084,0.071,yes,81,no,189943658452701543,-2296637173282107301
N/A,motorway_link / 3439283,0.009,yes,340,no,190195446717698522,-2295779553258237471
N/A,motorway_link / 3439285,0.293,yes,333,no,190192697942823384,2315972435866816993
N/A,motorway_link / 3439300,0.017,yes,323,no,190189399412134360,2315972435843748353
N/A,motorway_link / 3439385,0.360,yes,263,no,190300999885869575,-6907025766602501459
N/A,motorway_link / 3439550,0.017,yes,166,no,196781521121140109,-2297851008038990287
N/A,motorway_link / 3439817,0.529,yes,69,no,190020624273461638,-6908292405058858877
N/A,motorway_link / 3442444,0.370,yes,169,no,190176754768368079,6925494615324757539
N/A,motorway_link / 3443210,0.030,yes,193,no,196452219399789816,2330701517502295083
N/A,motorway_link / 3451801,0.213,yes,352,no,194247147807398157,6933837725102513377
N/A,motorway_link / 3469335,0.106,yes,107,no,194166333767768295,-6900696962948915737
N/A,motorway_link / 3519277,0.061,yes,270,no,190227882348466665,2316223124645876337
N/A,motorway_link / 3530046,0.011,yes,92,no,189951904901583211,-2295700389350075899
N/A,motorway_link / 3532556,0.452,yes,216,no,184931534502971519,-2298321644221887091
N/A,motorway_link / 3532557,0.017,yes,179,no,184928785717086335,-2298326042278884003
N/A,motorway_link / 3562205,0.017,yes,342,no,183857863456278168,-2281010937249911777
N/A,motorway_link / 3564761,0.307,yes,172,no,190061307692143005,6939313277041125009
N/A,motorway_link / 3584093,0.120,yes,172,no,196780971367423373,-6909506240142897613
N/A,motorway_link / 3631432,0.009,yes,88,no,194235602998745352,2322657481975668191
N/A,motorway_link / 3632041,0.023,yes,245,no,194238901432965385,6933499075487603809
N/A,motorway_link / 3640478,0.052,yes,68,no,194238351676102920,-2289881757462291363
N/A,motorway_link / 3640480,0.121,yes,29,no,194228456067782916,6933441900847307857
N/A,motorway_link / 3640521,0.421,yes,256,no,194515427991312771,6928322575826162495
N/A,motorway_link / 3640527,0.364,yes,75,no,194620431351765427,-2295053858674568395
N/A,motorway_link / 3643336,0.060,yes,26,no,194255394117343504,-2289793796467057527
N/A,motorway_link / 3673887,0.016,yes,184,no,195493441751833412,2301274184636954597
N/A,motorway_link / 3715558,0.173,yes,83,no,196490152613862663,-6892138355567350499
N/A,motorway_link / 3715996,0.503,yes,132,no,196380201247136978,-6893840399988676107
N/A,motorway_link / 3746638,0.203,yes,12,no,194316416396646701,2316702527312106339
N/A,motorway_link / 3771894,0.434,yes,54,no,190311447348728333,2333934058285838861
N/A,motorway_link / 3772868,0.528,yes,89,no,189630297631969492,-2296703145139498943
N/A,motorway_link / 3773236,0.302,yes,190,no,190542345256653432,2337852718587066623
N/A,motorway_link / 3783133,0.315,yes,15,no,185111303908575442,6918809565325689451
N/A,motorway_link / 3785315,0.336,yes,336,no,185160781391808744,-2309013294405387717
N/A,motorway_link / 3794715,0.015,yes,18,no,192540706841646597,6942875704169082119
N/A,motorway_link / 3956267,0.310,yes,26,no,196669920870751580,-6908041691063643945
N/A,motorway_link / 3956562,0.042,yes,260,no,189994785858212223,6927693637905027601
N/A,motorway_link / 3956653,0.509,yes,158,no,189931013866606943,6925085596105837897
N/A,motorway_link / 3968504,0.305,yes,150,no,194244399074466058,-2289138487572554357
N/A,motorway_link / 3987207,0.040,yes,244,no,194240000945117449,-2289868563316466589
N/A,motorway_link / 4015962,0.315,yes,306,no,184667654782011400,-2272483121961092291
N/A,motorway_link / 4026079,0.012,yes,1,yes,184671503075854346,-2272496316100625601
N/A,motorway_link / 4047781,0.221,yes,42,no,184927135914346623,-6914524456418278047
N/A,motorway_link / 4050282,0.257,yes,18,no,184900748271765618,-6909194024155869461
N/A,motorway_link / 4055181,0.046,yes,32,no,184921638406539388,6920973403481441827
N/A,motorway_link / 4102144,0.210,yes,309,no,195117958571317913,6913320841460578429
N/A,motorway_link / 4140576,0.341,yes,28,no,196759530950974853,-2297349630805930215
N/A,motorway_link / 4149197,0.052,yes,120,no,194241100458318090,2321830649252551781
N/A,motorway_link / 4149198,0.026,yes,242,no,194240550701979914,2321821853159529573
N/A,motorway_link / 4149199,0.111,yes,24,no,194257043386882321,6933591434533543059
N/A,motorway_link / 4149463,0.075,yes,146,no,194235053118675207,6933305561428532225
N/A,motorway_link / 4151691,0.142,yes,57,no,188644587366076185,2330982962703641775
N/A,motorway_link / 4157539,0.057,yes,5,no,190048662096794008,2317423790655542425
N/A,motorway_link / 4157663,0.275,yes,112,no,194606687456942510,2316658547968971565
N/A,motorway_link / 4160451,0.388,yes,115,no,196545676030074142,-2296557983237140363
N/A,motorway_link / 4160518,0.364,yes,295,no,191771596745168036,-6906528781736864901
N/A,motorway_link / 4167410,0.282,yes,292,no,193162478954829597,6928524880796193665
N/A,motorway_link / 4167417,1.000,yes,214,no,194302122754398507,6928401739893707639
N/A,motorway_link / 4207161,0.022,yes,39,no,192662752684234300,-2280065323659940403
N/A,motorway_link / 4221847,0.316,yes,113,no,193489583643645873,-2295023076667026643
N/A,motorway_link / 4262699,0.045,yes,317,no,194470897770912114,-2295031869041798351
N/A,motorway_link / 4262768,0.190,yes,353,no,196785919161884047,-6909563414730764781
N/A,motorway_link / 4262875,0.171,yes,309,no,189910673960554840,-6901119191643841253
N/A,motorway_link / 4289988,0.386,yes,197,no,189605008948416717,6927337394650747287
N/A,motorway_link / 4290102,0.383,yes,86,no,189211383606366231,-6909189609642520873
N/A,motorway_link / 4290117,0.260,yes,241,no,188938154910764956,-2297978581291102713
N/A,motorway_link / 4290773,0.027,yes,50,no,187973333404962280,2313280822927428921
N/A,motorway_link / 4290774,0.201,yes,66,no,187977181697756648,-6910086815851475647
N/A,motorway_link / 4296959,0.320,yes,101,no,189963450519212398,2322244049329724699
N/A,motorway_link / 4301168,0.399,yes,20,no,195337314069207804,2326127544886109237
N/A,motorway_link / 4301169,0.325,yes,357,no,195339513102949118,6937910320336741465
N/A,motorway_link / 4301272,0.040,yes,46,no,192540706841646597,6942871306126765321
N/A,motorway_link / 4311689,0.417,yes,47,no,190557188840313469,2339326064241687457
N/A,motorway_link / 4472227,0.144,yes,280,no,189920018954801500,2315066437245341793
N/A,motorway_link / 4472930,0.422,yes,184,no,190183351944040917,-6908741005209497651
N/A,motorway_link / 4503257,0.520,yes,332,no,192833726561998476,6941850960472845059
N/A,motorway_link / 4503260,0.382,yes,14,no,192340596143773097,-2277035070838525095
N/A,motorway_link / 4556360,0.387,yes,223,no,189459871544463498,-2311713678559283781
N/A,motorway_link / 4565572,0.068,yes,278,no,183839721524381328,2330767440091294789
N/A,motorway_link / 4567538,0.341,yes,198,no,184617624375740401,6928771138785907745
N/A,motorway_link / 4567561,0.428,yes,238,no,185434011056294242,-2300489879211996765
N/A,motorway_link / 4567921,0.048,yes,153,no,184920538877610107,-2302534972821469731
N/A,motorway_link / 4569002,0.040,yes,69,no,184909543763953782,-6914207797149170199
N/A,motorway_link / 4572793,0.009,yes,261,no,184333952695224177,6948272075931924125
N/A,motorway_link / 4576105,0.326,yes,99,no,189771035245629718,-6907320437744594403
N/A,motorway_link / 4580977,0.489,yes,67,no,189426886011605114,6910110245820822257
N/A,motorway_link / 4605041,0.344,yes,181,no,184264683401856849,6947717921805186503
N/A,motorway_link / 4619183,0.327,yes,90,no,194292227147651358,-2294899928300776597
N/A,motorway_link / 4657450,0.275,yes,167,no,196774374320201097,-2297609115506045309
N/A,motorway_link / 4665032,0.011,yes,246,no,194172930900449515,-6900173595397316907
N/A,motorway_link / 4665656,0.032,yes,269,no,194230655197993221,-6900701360756351515
N/A,motorway_link / 4665657,0.238,yes,271,no,194224607884040448,-2289015342333157915
N/A,motorway_link / 4665731,0.006,yes,145,yes,194169082547362025,-2289010944519430681
N/A,motorway_link / 4665732,0.009,yes,149,yes,194169632303175914,2322675073910054375
N/A,motorway_link / 4666208,0.023,yes,139,no,194246048315169036,-6901083990746194633
N/A,motorway_link / 4666530,0.300,yes,185,no,194237252120959240,6933085659109268423
N/A,motorway_link / 4668931,0.322,yes,203,no,190058558664561051,-6897899821039869183
N/A,motorway_link / 4674650,0.015,yes,270,no,191915083015214312,-6906528781216771189
N/A,motorway_link / 4674651,0.372,yes,250,no,191907386431722721,-2294869151072644213
N/A,motorway_link / 4674733,0.236,yes,165,no,196783720139152782,2313821816259350035
N/A,motorway_link / 4677505,0.222,yes,143,no,194248247311685900,-6901286300864734009
N/A,motorway_link / 4680774,0.346,yes,111,no,192892548848113314,2316816871110742899
N/A,motorway_link / 4710320,0.433,yes,127,no,194303222749944098,-2290809744999310681
N/A,motorway_link / 4738416,0.268,yes,105,no,193703988412110867,-2295014279760309451
N/A,motorway_link / 4749982,0.023,yes,186,no,196457716995677434,-6892353859984806723
N/A,motorway_link / 4749984,0.135,yes,275,no,196497299440491787,6942928495830904093
N/A,motorway_link / 4779834,0.059,yes,256,no,194472547038353779,-6906726683551722701
N/A,motorway_link / 4780362,0.549,yes,244,no,194303222267599137,-2294891132151131267
N/A,motorway_link / 4805893,0.363,yes,287,no,190749053887795923,2341635039400312715
N/A,motorway_link / 4807004,0.287,yes,67,no,186434566886083370,6924984427691904329
N/A,motorway_link / 4814803,0.390,yes,332,no,194238901251037448,-2291350704982320747
N/A,motorway_link / 4817800,0.036,yes,348,no,192540706843219461,6942884500262104335
N/A,motorway_link / 4818130,0.219,yes,156,no,192809537346033278,-2281213213235205207
N/A,motorway_link / 4989300,0.015,yes,159,no,190185551118815702,6927640862072508917
N/A,motorway_link / 4989301,0.199,yes,151,no,190187750138925526,-6907421591241485855
N/A,motorway_link / 4989302,0.010,yes,155,no,190189949159559640,6927592483575566817
N/A,motorway_link / 4993188,0.024,yes,315,no,196462115047955708,-6892301083407799087
N/A,motorway_link / 4994005,0.009,yes,68,no,194175129924229356,6934888857939746521
N/A,motorway_link / 5001552,0.130,yes,51,no,196484105298861317,-6892160345829266149
N/A,motorway_link / 5001786,0.331,yes,51,no,194661664668867015,2330305686506843015
N/A,motorway_link / 5002473,0.441,yes,267,no,189771035247202581,-6907316039687597529
N/A,motorway_link / 5043966,0.025,yes,265,no,183968364292032202,-2281705828175041821
N/A,motorway_link / 5072531,0.272,yes,126,no,189827659966533937,2314974077922578479
N/A,motorway_link / 5080791,0.393,yes,20,no,185348253451635005,-6876098722448520763
N/A,motorway_link / 5083567,0.254,yes,177,no,184921638384519292,2309142249517090239
N/A,motorway_link / 5112703,0.046,yes,3,no,184011795067389662,-2281156072197575711
N/A,motorway_link / 5112704,0.429,yes,335,no,184008496538797788,-6892727741415674911
N/A,motorway_link / 5129748,0.311,yes,284,no,189544535725527215,-2296672359159951295
N/A,motorway_link / 5129757,0.452,yes,250,no,189686922607153391,2316047200749097519
N/A,motorway_link / 5181469,0.135,yes,146,no,194232854098041094,2321650329318333447
N/A,motorway_link / 5181510,0.435,yes,112,no,189709463370944761,-2289116514612142671
N/A,motorway_link / 5184868,0.337,yes,25,no,190060757784809885,2326277058341119091
N/A,motorway_link / 5265685,0.023,yes,4,no,196462115047955708,6942752573825756369
N/A,motorway_link / 5265742,0.275,yes,16,no,196242762417921176,-6892842043959137287
N/A,motorway_link / 5295665,0.608,yes,271,no,189715510687518970,-2289112116527882823
N/A,motorway_link / 5295879,0.441,yes,182,no,190061306550768029,-2293721268002744901
N/A,motorway_link / 5295880,0.017,yes,184,no,190060756788138397,-6905411684476643961
N/A,motorway_link / 5295887,0.489,yes,343,no,190063505574547870,2318083497695122823
N/A,motorway_link / 5296179,0.090,yes,74,no,194325762251774256,6928463312570028911
N/A,motorway_link / 5296315,0.314,yes,110,no,192292765256734097,-6906546371939003525
N/A,motorway_link / 5296316,0.019,yes,45,no,192299362324927895,-6906563964122950789
N/A,motorway_link / 5321233,0.023,yes,278,no,189962350264668528,-6907364417502965233
N/A,motorway_link / 5321575,0.424,yes,47,no,191053618622321501,6953391427731603409
N/A,motorway_link / 5322493,0.412,yes,57,no,189617103344586961,6925402254259260949
N/A,motorway_link / 5329701,0.015,yes,68,no,194169082547362025,-6900696962946818585
N/A,motorway_link / 5330526,0.049,yes,194,no,194224058016553218,-6901642542736991169
N/A,motorway_link / 5330635,0.037,yes,36,no,194254294604667152,6933569444290501761
N/A,motorway_link / 5333768,0.089,yes,343,no,192816134411081346,6942106047082408863
N/A,motorway_link / 5505559,0.189,yes,98,no,189965648684732784,-6908323191617220523
N/A,motorway_link / 5509836,0.054,yes,149,no,194171831389870315,2323216033643503321
N/A,motorway_link / 5517362,0.141,yes,21,no,196459366261546234,-2280689831783682883
N/A,motorway_link / 5517673,0.006,yes,5,no,194249896605866254,-6901083990731514567
N/A,motorway_link / 5588131,0.015,yes,271,no,189652837746692323,-2295634419793259997
N/A,motorway_link / 5588132,0.295,yes,260,no,189646240675877086,6927724422919885347
N/A,motorway_link / 5596346,0.450,yes,262,no,190092642404094375,-2295590437614775745
N/A,motorway_link / 5596373,0.384,yes,182,no,184922188114118780,-2302847234115369601
N/A,motorway_link / 5598422,0.219,yes,73,no,184982661315512470,6921092150982608475
N/A,motorway_link / 5598465,0.296,yes,3,no,184272379992688469,-6887252172513200661
N/A,motorway_link / 5598554,0.353,yes,15,no,184622022412290036,6928687575927362553
N/A,motorway_link / 5599092,0.045,yes,349,no,184923287655106685,2309142249523381719
N/A,motorway_link / 5603894,0.312,yes,33,no,185341106574674234,-2264834916507170587
N/A,motorway_link / 5603895,0.329,yes,151,no,185338907551418680,6958563508603603159
N/A,motorway_link / 5626499,0.102,yes,68,no,189535189874593965,-2296711941628882881
N/A,motorway_link / 5644983,0.257,yes,217,no,189532441096573099,-6908406756155584437
N/A,motorway_link / 5700330,0.316,yes,15,no,190061857144918429,-2286675597481467343
N/A,motorway_link / 5706099,0.307,yes,250,no,192292765258831249,-2294855955465104497
N/A,motorway_link / 5706112,0.437,yes,277,no,191409308309214206,-2289446361616081635
N/A,motorway_link / 5706152,0.117,yes,294,no,194171281571141866,6934378684540263911
N/A,motorway_link / 5706266,0.397,yes,125,no,190498362244551265,2316544183098151667
N/A,motorway_link / 5709080,0.031,yes,40,no,191765549423350948,-6906616742717418651
N/A,motorway_link / 5715147,0.046,yes,133,no,194471997279918451,6928318177586713383
N/A,motorway_link / 5736863,0.224,yes,274,no,195584702957050731,-6907496337433947695
N/A,motorway_link / 5736867,0.242,yes,309,no,195383492338604816,2315968057627906545
N/A,motorway_link / 5739106,0.076,yes,139,no,195492891997592387,6912977795250386917
N/A,motorway_link / 5770192,0.301,yes,298,no,193374134927972221,-2294970300551392445
N/A,motorway_link / 5780315,0.210,yes,184,no,196442323783081203,-6892793664690443257
N/A,motorway_link / 5811604,0.458,yes,30,no,190061856292950428,6929536419657422213
N/A,motorway_link / 5836696,0.213,yes,94,no,189932113580609889,2315053243158237273
N/A,motorway_link / 5836829,0.235,yes,278,no,189956852707053932,2316016415440638479
N/A,motorway_link / 5837158,0.315,yes,10,no,190532999993447028,6954446956887294393
N/A,motorway_link / 5838145,0.334,yes,56,no,188126715278085675,6924953647823457599
N/A,motorway_link / 5845074,0.030,yes,33,no,194244948833949964,6934224753185004971
N/A,motorway_link / 5845662,0.339,yes,350,no,189891981220598098,-2298189683882979941
N/A,motorway_link / 5849680,0.024,yes,44,no,186177281164659383,6924997620826901831
N/A,motorway_link / 5859402,0.371,yes,205,no,190543445592986231,6956448068089693515
N/A,motorway_link / 5859988,0.052,yes,80,no,189997534522462592,6926734863773995101
N/A,motorway_link / 6019973,0.385,yes,108,no,189806219327263014,2313610683432832449
N/A,motorway_link / 6020261,0.371,yes,341,no,190061856368972189,-2293101143432096133
N/A,motorway_link / 6021163,0.141,yes,255,no,190000283304677760,-2296615182827253655
N/A,motorway_link / 6021178,0.362,yes,101,no,189943658565423461,2315998823214748165
N/A,motorway_link / 6032722,0.226,yes,197,no,196460465782611195,6942748175779245285
N/A,motorway_link / 6050239,0.285,yes,354,no,190446137682514509,6946965879440553067
N/A,motorway_link / 6050318,0.160,yes,97,no,194172381080672490,2322670675886611935
N/A,motorway_link / 6050839,0.407,yes,78,no,191487924353192994,-6893070760492913799
N/A,motorway_link / 6051523,0.359,yes,105,no,190734210478723788,6953294669489913729
N/A,motorway_link / 6077640,0.079,yes,142,no,185073370924665025,2308574902100165845
N/A,motorway_link / 6100711,0.148,yes,174,no,190048661912768919,-2295783951864688177
N/A,motorway_link / 6112218,0.139,yes,283,no,184014543845934814,-2281142878037070885
N/A,motorway_link / 6113834,0.220,yes,89,no,188209728411749969,-2298348019978859185
N/A,motorway_link / 6115221,0.035,yes,0,yes,185334509502810424,6958554712491706597
N/A,motorway_link / 6120211,0.032,yes,157,yes,195494541267131204,6912995387440625647
N/A,motorway_link / 6165673,0.019,yes,166,no,196763928995388805,-2297349630805930215
N/A,motorway_link / 6213023,0.034,yes,8,no,194249896605341966,6933965268457626935
N/A,motorway_link / 6215882,0.060,yes,203,no,194171281634056426,6934888857927163613
N/A,motorway_link / 6221422,0.300,yes,157,no,194458803037100396,6927482548705563023
N/A,motorway_link / 6221486,0.280,yes,299,no,191921130328118505,2316843255679947649
N/A,motorway_link / 6224430,0.102,yes,234,no,194242749725235466,6933507871599500393
N/A,motorway_link / 6271945,0.244,yes,288,no,192523664695055868,6945277037507522889
N/A,motorway_link / 6327583,0.020,yes,47,no,191145974599603083,2316570573820400401
N/A,motorway_link / 6327596,0.178,yes,227,no,194511579554863492,6927095520816009485
N/A,motorway_link / 6327598,0.285,yes,28,no,189817765236920624,-6901079609571271357
N/A,motorway_link / 6327629,0.006,yes,264,no,190082746798395815,-6907276456113466825
N/A,motorway_link / 6327639,0.064,yes,151,no,194469798256138610,6928313779531813669
N/A,motorway_link / 6327640,0.067,yes,341,no,194317515904080173,2316702527312106307
N/A,motorway_link / 6327861,0.009,yes,34,no,194575899604638114,-2307843378128094093
N/A,motorway_link / 6328095,0.254,yes,341,no,194316966159276331,-2294873539952503965
N/A,motorway_link / 6353170,0.046,yes,267,no,189852948739215678,-6908358376431808437
N/A,motorway_link / 6355163,0.220,yes,259,no,187966736338865635,2313307211196009799
N/A,motorway_link / 6366828,0.360,yes,31,no,185160231626557671,-2309176022126298565
N/A,motorway_link / 6366999,0.417,yes,11,no,189583017483784388,2305307170753740603
N/A,motorway_link / 6376805,0.142,yes,74,no,190001382814208385,6926739261843574881
N/A,motorway_link / 6376806,0.008,yes,7,no,190047012587131287,6927077911588507897
N/A,motorway_link / 6536589,0.530,yes,163,no,189888682688336203,-2298123713189507697
N/A,motorway_link / 6536989,0.533,yes,342,no,189904625604841811,2313531518973119875
N/A,motorway_link / 6537005,0.099,yes,97,no,189925516511367519,2315053243122585693
N/A,motorway_link / 6540361,0.494,yes,194,no,190059657268646299,-6905534829781052025
N/A,motorway_link / 6540970,0.412,yes,294,no,189528594605232295,-2281582661630678263
N/A,motorway_link / 6549762,0.010,yes,352,no,194248797103675662,2322367210958363995
N/A,motorway_link / 6566809,0.051,yes,163,no,192811186609280640,6942106047063534499
N/A,motorway_link / 6567431,0.393,yes,278,no,191832071493735615,6942009286334622585
N/A,motorway_link / 6617516,0.031,yes,169,no,190048112159576471,-6907461174201151009
N/A,motorway_link / 6620073,0.012,yes,343,no,189564325747839163,-2306647128594710893
N/A,motorway_link / 6620268,0.012,yes,171,no,189572572086620351,-6918319952851108197
N/A,motorway_link / 6620291,0.598,yes,308,no,189678676000985322,6925490215436946965
N/A,motorway_link / 6628694,0.148,yes,5,no,184919989134379131,-6914137428365146601
N/A,motorway_link / 6632082,0.067,yes,144,no,184927685665966207,2308843182381598031
N/A,motorway_link / 6632423,0.159,yes,83,no,184902946692614258,-6914216593256872475
N/A,motorway_link / 6636596,0.344,yes,62,no,184340549761320817,6948219299426219669
N/A,motorway_link / 6636645,0.440,yes,204,no,185337808043985208,6958563508603603221
N/A,motorway_link / 6636846,0.028,yes,264,no,190082197042581927,2316095580739211831
N/A,motorway_link / 6678654,0.010,yes,265,no,189695718703321335,6927764005504160303
N/A,motorway_link / 6680877,0.010,yes,291,no,194175129923705068,6934884459893235413
N/A,motorway_link / 6683575,0.436,yes,95,no,193585789435205596,6915959663543450933
N/A,motorway_link / 6683619,0.050,yes,122,no,195490692975385410,-6922071463945046037
N/A,motorway_link / 6683894,0.059,yes,340,no,194176229434808556,-6900173595384734001
N/A,motorway_link / 6730005,0.055,yes,359,no,194006904477931680,2321795463987076189
N/A,motorway_link / 6738663,0.371,yes,109,no,190992044531471169,-6893704081086338489
N/A,motorway_link / 6738890,0.019,yes,82,no,191915632766309609,2316803673221501817
N/A,motorway_link / 6738891,0.275,yes,78,no,191921680080786665,6928489691692929917
N/A,motorway_link / 6738893,0.345,yes,292,no,192306509154178455,-2294833965178023035
N/A,motorway_link / 6738936,0.015,yes,267,no,194235603000318216,2322670676117298661
N/A,motorway_link / 6738947,0.097,yes,56,no,194231754604239109,-6901594164189717419
N/A,motorway_link / 6738970,0.483,yes,43,no,190300999883248135,-6907087339249462611
N/A,motorway_link / 6739078,0.356,yes,280,no,191515411181818927,-6901123583554085603
N/A,motorway_link / 6748841,0.036,yes,61,no,192300461836031383,-2294886741784390791
N/A,motorway_link / 6750836,0.325,yes,360,no,185147037726623971,2304603466379558313
N/A,motorway_link / 6769950,0.173,yes,127,no,194218010602985726,-2290774560979543369
N/A,motorway_link / 6789431,0.383,yes,28,no,192523664691910140,6945184678532886857
N/A,motorway_link / 6795599,0.315,yes,166,no,194315867133663529,-2290809744999310677
N/A,motorway_link / 6795600,0.116,yes,30,no,194269687650015511,6932571087795395267
N/A,motorway_link / 6844360,0.293,yes,98,no,189646240674304222,6927720024873374229
N/A,motorway_link / 6844362,0.042,yes,242,no,194470897771436402,-2295031869039701193
N/A,motorway_link / 6844363,0.236,yes,271,no,194464850456959342,2316649751334884149
N/A,motorway_link / 6844632,0.271,yes,77,no,193715533284202521,2316654146525074235
